periode_data,wilayah,kecamatan,nama_lokasi,latitude,longitude,periode_pemantauan,parameter,baku_mutu,nilai
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Total Coliform",0,300
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",Temperatur,N/A,28.35
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,512.5
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",Kekeruhan,3,0.0415
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",Warna,10,1.29
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",pH,N/A,7.215
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,24.5
2024,"Kota Adm. Jakarta Pusat",Gambir,Gambir,-6.179359,106.820188,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0071
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.015
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.015
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,7
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,368
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",ORP*,N/A,-19.5
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,2.13
2024,"Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma",-6.153611111,106.7725,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0001
2024,"Kota Adm. Jakarta Utara",Penjaringan,Penjaringan,-6.133093,106.796512,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",IP,N/A,9.5
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat",-6.269722222,106.8375,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Total Coliform",0,22
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",Temperatur,N/A,28.25
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,163
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",Kekeruhan,3,0.03
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",Warna,10,0.48
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",pH,N/A,7.245
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,49
2024,"Kota Adm. Jakarta Selatan","Kebayoran Lama","Pondok Pinang",-6.269722222,106.7761111,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0071
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.013
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.015
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,6.15
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,252.5
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",ORP*,N/A,-8.5
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,1.22
2024,"Kota Adm. Jakarta Selatan",Pesanggrahan,Bintaro,-6.27293,106.76447,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0002
2024,"Kota Adm. Jakarta Selatan",Pesanggrahan,Pesanggrahan,-6.257242,106.757258,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",IP,N/A,5.5
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur",-6.294364,106.845185,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Total Coliform",0,109
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",Temperatur,N/A,27.2
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,157.5
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",Kekeruhan,3,0.22
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",Warna,10,1.72
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",pH,N/A,6.51
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,49.6
2024,"Kota Adm. Jakarta Selatan",Tebet,"Bukit Duri",-6.224083333,106.8611306,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0072
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.16
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.01
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,6.1
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,235.5
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",ORP*,N/A,30
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,1.41
2024,"Kota Adm. Jakarta Timur",Kramatjati,Cawang,-6.250276,106.868476,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0002
2024,"Kota Adm. Jakarta Pusat","Tanah Abang",Petamburan,-6.194728,106.807456,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",IP,N/A,8
2024,"Kota Adm. Jakarta Timur","Pasar Rebo",Pekayon,-6.343055556,106.8619444,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Total Coliform",0,450
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",Temperatur,N/A,29.1
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,680
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",Kekeruhan,3,12.15
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",Warna,10,6.95
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",pH,N/A,7.505
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,7.27
2024,"Kota Adm. Jakarta Pusat",Menteng,Menteng,-6.203611111,106.8444444,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0072
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.72
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.05
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,3.55
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,945
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",ORP*,N/A,-16
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,2.37
2024,"Kota Adm. Jakarta Pusat",Menteng,Cikini,-6.191140267,106.8427243,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0002
2024,"Kota Adm. Jakarta Selatan","Kebayoran Baru",Petogogan,-6.244371,106.813672,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",IP,N/A,10.2
2024,"Kota Adm. Jakarta Barat",Tambora,Pekojan,-6.139477778,106.8009361,"Periode 1 (Musim Hujan)",Status,N/A,berat
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Total Coliform",0,67
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",Temperatur,N/A,27.55
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,255
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",Kekeruhan,3,2.4
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",Warna,10,6.88
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",pH,N/A,8.23
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,1.61
2024,"Kota Adm. Jakarta Timur",Cakung,"Cakung Timur",-6.183577,106.95749,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0073
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.0066
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.02
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,9.95
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,360
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",ORP*,N/A,55
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,1.12
2024,"Kota Adm. Jakarta Selatan",Pancoran,Cikoko,-6.24689,106.8528,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0002
2024,"Kota Adm. Jakarta Timur","Kebayoran Baru","Petogogan 234",-6.248547,106.80718,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",IP,N/A,7.2
2024,"Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang",-6.252777778,106.8113333,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Total Coliform",0,26
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",Temperatur,N/A,28.15
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,336
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",Kekeruhan,3,0.095
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",Warna,10,0.64
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",pH,N/A,6.425
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,68.9
2024,"Kota Adm. Jakarta Selatan",Tebet,"Kebon Baru",-6.232291667,106.8593472,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0073
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.023
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.03
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,2.95
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,279
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",ORP*,N/A,16.5
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,1.91
2024,"Kota Adm. Jakarta Selatan",Cilandak,"Cilandak Barat",-6.2827,106.7914,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0002
2024,"Kota Adm. Jakarta Selatan",Pesanggrahan,"Petukangan Selatan",-6.249578,106.752794,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",IP,N/A,5.8
2024,"Kota Adm. Jakarta Timur",Matraman,Pelmerah,-6.207228,106.86142,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Total Coliform",0,88
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",Temperatur,N/A,28.25
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,241
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",Kekeruhan,3,0.065
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",Warna,10,2.72
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",pH,N/A,7.15
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,42.3
2024,"Kota Adm. Jakarta Pusat","Sawah Besar","Gunung Sahari Utara",-6.153101,106.838736,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0074
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Mangan (Mn) terlarut",0.1,0.0066
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",Salinitas,N/A,0.02
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Oksigen terlarut (DO)",4,6.35
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Daya Hantar Listrik",N/A,362
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",ORP*,N/A,-1
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",Deterjen,0.05,0.0016
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)","Zat Organik (KMnO4)",10,0.91
2024,"Kota Adm. Jakarta Selatan","Pasar Minggu","Cilandak Timur",-6.30705,106.8104,"Periode 2 (Musim Kering)","Air Raksa",N/A,0.0002
2024,"Kota Adm. Jakarta Selatan",Pesanggrahan,"Petukangan Utara",-6.22711,106.75322,"Periode 1 (Musim Hujan)",Kadmium,N/A,0.0004
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",Timbal,N/A,0.0015
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",IP,N/A,7.7
2024,"Kota Adm. Jakarta Selatan",Pancoran,Pengadegan,-6.2509,106.8612,"Periode 1 (Musim Hujan)",Status,N/A,sedang
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)","Escherichia coli",0,0
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)","Total Coliform",0,110
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)",Temperatur,N/A,29.05
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)","Total Dissolve Solid",300,450
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)",Kekeruhan,3,2.4
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)",Warna,10,9.7
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)",pH,N/A,8.34
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)","Nitrat (sebagai NO3) (terlarut)",20,1.75
2024,"Kota Adm. Jakarta Pusat",Senen,Bungur,-6.168777778,106.8464722,"Periode 1 (Musim Hujan)","Nitrit (sebagai NO2) (terlarut)",3,0.0076
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)","Kromium valensi 6 (Cr6+) (terlarut)",0.01,0.001
2024,"Kota Adm. Jakarta Timur",Cakung,Penggilingan,-6.202666667,106.9309167,"Periode 1 (Musim Hujan)","Besi (Fe) (terlarut)",0.2,0.0057
